OBJ_ID,Permit number - API,Well Type,Well Status,Well_GIS_Status,County,Township,Company,Well_OP_Address,Well_CompanyPHONE,Elevation,DU_ACRES,Well_WH_LAT,Well_WH_LONG,Well Latitude,Well Longitude,Well_BH_LAT,Well_BH_LONG,Bottom Hole Latitude,Bottom Hole Longitude,Slant,Well_ProposedFormations,Well Name,Well Number,Well_IP_GAS,Well_IP_OIL,Well_Total_Depth,Well_Date_Approved,Well_Date_Complete,Well_Date_Plugged,Producing Formation,SecondProdFormation,DeepestFormation,Well_PDF_Link,GeoPhysLogs,Utica_Shale,Marcellus_Shale,MapSymble,Well_Well_Status,Well_Operator,Well_Lease_Name,Well_Location_ID,WELL_TYP,Well_CompanyADDR1,Well_CompanyADDR2,Well_CompanyCITY,Well_CompanyZIP1,Toe Longitude,Toe Latitude,Heel Longitude,Heel Latitude,OWPS Description,Last_Inspection_Date,Last_Nonzero_Production_Year,Last_Production_Quarter,Orphan Well Program Status,x,y
14825,3.40072E+13,Plugged oil and gas,Final Restoration,Drilled,ASHTABULA,WILLIAMSFIELD,"PETROX, INC","10005 ELLSWORTH RD STREETSBORO, OH 44241",3306535526,1153,127,41.50763896,-80.57544465,41.507693,-80.575241,NA,NA,0,0,V,CLINTON,KUHN     2,2,10,1,4417,3/17/2005 0:00,2/26/1991 0:00,1/31/2006 0:00,CLINTON SAND,NA,QUEENSTON FORMATION,007\34007239940000.pdf,Paper,0,0,pl_oil_gas,FR,"PETROX, INC",KUHN,3.40072E+13,OG_R,10005 ELLSWORTH RD,NA,STREETSBORO,44241,NA,NA,NA,NA,NA,6/6/2006 0:00,2002,0/2005,NA,2495991.155,1283516.913
183137,3.41276E+13,Dry hole,Plugged and Abandoned,Drilled,PERRY,PLEASANT,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,857,NA,39.64994372,-82.08960111,39.650013,-82.089467,NA,NA,0,0,V,NA,NA,NA,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,dry,PA,HISTORIC OWNER,NA,3.41276E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2084094.637,601228.4116
234371,3.41692E+13,Plugged oil and gas,Final Restoration,Drilled,WAYNE,SUGAR CREEK,LAKE REGION OIL INC,"PO BOX 1478 MASSILLON, OH 44648",3308288420,1205,40,40.75700067,-81.73764387,40.757056,-81.737497,NA,NA,NA,NA,V,CLINTON,LEHMAN JUNIOR     1,1,100,2,4043,10/18/2005 0:00,6/26/1982 0:00,10/27/2005 0:00,CLINTON SAND,NA,GASPORT DOLOMITE,169\34169232760000.pdf,Paper,0,0,pl_oil_gas,FR,LAKE REGION OIL INC,LEHMAN JUNIOR,3.41692E+13,OG_R,PO BOX 1478,NA,MASSILLON,44648,NA,NA,NA,NA,NA,11/24/2010 0:00,1998,0/2004,NA,2179792.07,1005174.094
29274,3.40192E+13,Plugged oil with gas show,Final Restoration,Drilled,CARROLL,ORANGE,TRIPP WAYNE R,"7193 CUMBERLAND RD SW BOWERSTON, OH 44695",7402694061,955,123,40.4631928,-81.22096524,40.463258,-81.220793,NA,NA,0,0,V,NA,TRIPP # 2,2,0,5,5680,5/7/1993 0:00,4/5/1978 0:00,1/11/1994 0:00,CLINTON SAND,NA,CLINTON SAND,019\34019211960000.pdf,NA,0,0,pl_oil_gasshow,FR,TRIPP WAYNE R,TRIPP UNIT,3.40192E+13,OG_R,7193 CUMBERLAND RD SW,NA,BOWERSTON,44695,NA,NA,NA,NA,NA,9/2/1999 0:00,1991,0/1991,NA,2324481.346,899747.8657
76526,3.40732E+13,Gas storage,Storage Well,Storage,HOCKING,GOOD HOPE,COLUMBIA GAS TRANSMISSION LLC,"301 Maple Street Sugar Grove, OH 43130",+1 (231) 349-4105,968,35,39.57524438,-82.55481017,39.57531,-82.554692,NA,NA,0,0,V,NA,PATTON     11325,1,0,0,2355,1/23/1977 0:00,9/1/1944 0:00,NA,CLINTON SAND,NA,CLINTON SAND,073\34073220480000.pdf,Paper,0,0,storage,SW,COLUMBIA GAS TRANSMISSION LLC,PATTON GERALD,3.40732E+13,GS_R,301 Maple Street,NA,Sugar Grove,43130,NA,NA,NA,NA,NA,9/18/2025 0:00,NA,NA,NA,1953083.726,573760.3907
89673,3.40812E+13,Gas,Producing,Producing,JEFFERSON,WAYNE,ASCENT RESOURCES UTICA LLC,"3501 NW 63rd Street Oklahoma City, OK 73116",+1 (405) 252-7721,1233,604.2739868,40.34925887,-80.80985831,40.349327,-80.809665,40.33072844,-80.79153769,40.330797,-80.791343,H,UTICA/POINT PLEASANT,COLLINS WYN JF     4H,4H,24554,0,18228,4/18/2018 0:00,8/8/2018 0:00,NA,POINT PLEASANT FORMATION,NA,POINT PLEASANT FORMATION,nowellcard.htm,Paper,1,0,gas,PR,ASCENT RESOURCES UTICA LLC,COLLINS WYN JF,3.40812E+13,OG_R,3501 NW 63rd Street,NA,Oklahoma City,73116,NA,NA,-80.806775,40.352188,NA,6/6/2025 0:00,2025,Apr-24,NA,2439656.481,860125.9998
58291,3.40592E+13,Plugged gas,Final Restoration,Drilled,GUERNSEY,MADISON,CARLESS RESOURCES INC,"***PO BOX  1478 CAMBRIDGE, OH 43725",7404327359,920,40,40.10816332,-81.3811156,40.108233,-81.380952,NA,NA,0,0,V,NA,GEORGE LONG # 1 J 74,1,45,0,5736,3/12/1992 0:00,12/20/1977 0:00,4/10/1992 0:00,CLINTON SAND,NA,QUEENSTON FORMATION,059\34059222210000.pdf,Paper,0,0,pl_gas,FR,CARLESS RESOURCES INC,LONG,3.40592E+13,OG_R,***PO BOX  1478,NA,CAMBRIDGE,43725,NA,NA,NA,NA,NA,NA,1992,0/1992,NA,2281517.203,769820.9117
133187,3.41112E+13,Gas,Producing,Producing,MONROE,BETHEL,GRAYMARR LLC,"39713 STATE ROUTE 26 GRAYSVILLE, OH 45734",7402133409,1100,40,39.61332207,-81.25691957,39.613395,-81.256756,NA,NA,0,0,V,NA,L. MILLER # 1,1,22,0,2608,5/10/1985 0:00,9/25/1985 0:00,NA,OHIO SHALE,OHIO SHALE,GORDON SAND,111\34111231870000.pdf,NA,0,0,gas,PR,GRAYMARR LLC,MILLER L,3.41112E+13,OG_R,39713 STATE ROUTE 26,NA,GRAYSVILLE,45734,NA,NA,NA,NA,NA,11/13/2017 0:00,2024,0/2024,NA,2318736.597,590038.9012
113546,3.40992E+13,Oil and gas,Producing,Producing,MAHONING,GOSHEN,DORFMAN PRODUCTION COMPANY,"19220 State Route 62 Beloit, OH 44609",+1 (330) 938-2172,1220,148,40.97588057,-80.92399807,40.975939,-80.923808,NA,NA,0,0,V,NA,GREENAMYER B 1,1,10,10,5504,12/21/1972 0:00,5/22/1973 0:00,NA,CLINTON SAND,NA,MEDINA SAND,099\34099203080000.pdf,Paper,0,0,oil_gas,PR,DORFMAN PRODUCTION COMPANY,GREENAMYER RJ & NK & BANAR ME& COOK RG&*,3.40992E+13,OG_R,19220 State Route 62,NA,Beloit,44609,NA,NA,NA,NA,NA,11/8/2016 0:00,2024,0/2024,NA,2403858.61,1087851.514
93032,3.40832E+13,Plugged oil and gas,Plugged and Abandoned,Drilled,KNOX,JACKSON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,965,2,40.28548741,-82.27602488,40.285555,-82.275898,NA,NA,0,0,V,NA,VEATCH FRED & DORIS 1,1,12,10,2802,NA,6/20/1956 0:00,7/6/1965 0:00,CLINTON SAND,NA,CLINTON SAND,083\34083211140000.pdf,NA,0,0,pl_oil_gas,PA,HISTORIC OWNER,VEATCH FRED & DORIS,3.40832E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2031026.444,832559.4171
125188,3.41052E+13,Plugged oil,Plugged and Abandoned,Drilled,MEIGS,CHESTER,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,791,NA,39.09909616,-81.98046336,39.099174,-81.980325,NA,NA,0,0,V,NA,WILL E 3,3,NA,1,1793,NA,8/20/1948 0:00,12/21/1956 0:00,BEREA SANDSTONE,NA,BEREA SANDSTONE,105\34105208320000.pdf,NA,0,0,pl_oil,PA,HISTORIC OWNER,WILL E,3.41052E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2115980.313,400760.7787
119050,3.41032E+13,Plugged oil and gas,Plugged and Abandoned,Drilled,MEDINA,CHATHAM,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1018,102,41.11766061,-82.03686609,41.117715,-82.036734,NA,NA,0,0,V,NA,PITZ 11,EPO 33,NA,NA,NA,7/3/1969 15:46,1/2/1900 0:00,NA,BEREA SANDSTONE,NA,NA,103\34103217460000.pdf,NA,0,0,pl_oil_gas,PA,HISTORIC OWNER,PITZ,3.41032E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2096199.12,1136054.26
270,3.40036E+13,Oil,Unknown status,Unknown,ALLEN,AMANDA,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,802,NA,40.7556047,-84.2996064,40.755655,-84.299559,NA,NA,0,0,V,NA,NA,NA,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,oil,UN,HISTORIC OWNER,NA,3.40036E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,1469853.237,1008740.399
134011,3.41112E+13,Oil and gas,Producing,Producing,MONROE,CENTER,GRAYMARR LLC,"39713 STATE ROUTE 26 GRAYSVILLE, OH 45734",7402133409,1215,20,39.75558837,-81.08630684,39.755661,-81.086134,NA,NA,NA,NA,V,5TH/GORDON,PETERS K     1,1,25,3,2725,3/29/2006 0:00,8/22/2006 0:00,NA,OHIO SHALE,NA,OHIO SHALE,nowellcard.htm,Paper.tif,0,0,oil_gas,PR,GRAYMARR LLC,PETERS K,3.41112E+13,OG_R,39713 STATE ROUTE 26,NA,GRAYSVILLE,45734,NA,NA,NA,NA,NA,6/15/2020 0:00,2024,0/2024,NA,2365987.794,642559.8496
186514,3.41332E+13,Oil and gas,Producing,Producing,PORTAGE,ATWATER,DIVERSIFIED PRODUCTION LLC,"4150 Belden Village St NW Canton, OH 44718",+1 (330) 896-8510,1066,80,40.99226324,-81.12015323,40.992321,-81.119973,NA,NA,0,0,V,NA,ENGLAND UNIT #2,2,85,13,4992,1/17/1980 0:00,5/11/1980 0:00,NA,CLINTON SAND,NA,CLINTON SAND,133\34133221860000.pdf,Paper,0,0,oil_gas,PR,DIVERSIFIED PRODUCTION LLC,ENGLAND UNIT,3.41332E+13,OG_R,4150 Belden Village St NW,NA,Canton,44718,NA,NA,NA,NA,NA,NA,2024,0/2024,NA,2349589.319,1092934.592
37295,3.40312E+13,Plugged oil with gas show,Plugged and Abandoned,Drilled,COSHOCTON,NEWCASTLE,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1173,67,40.31746315,-82.15059214,40.317531,-82.150461,NA,NA,0,0,V,NA,ENDSLEY WW 1,1,NA,1,3354,NA,10/29/1951 0:00,8/17/1965 0:00,CLINTON SAND,NA,CLINTON SAND,031\34031203200000.pdf,NA,0,0,pl_oil_gasshow,PA,HISTORIC OWNER,ENDSLEY WW,3.40312E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2065979.24,844320.2653
76485,3.40732E+13,Plugged oil and gas,Final Restoration,Drilled,HOCKING,GREEN,KNOX ENERGY INC.,"PO BOX 705  NEW ALBANY, OH 43054",+1 (740) 927-6731,710,606,39.49721531,-82.33986341,39.497284,-82.339738,NA,NA,0,0,V,CLINTON,POSTON RALPH     8,8,50,21,2866,10/1/2003 0:00,5/1/1978 0:00,10/28/2003 0:00,CLINTON SAND,NA,CLINTON SAND,073\34073220060000.pdf,Paper,0,0,pl_oil_gas,FR,KNOX ENERGY INC.,POSTON RALPH,3.40732E+13,OG_R,PO BOX 705,NA,NEW ALBANY,43054,NA,NA,NA,NA,NA,6/3/2004 0:00,1996,0/2002,NA,2013724.171,545376.0627
54189,3.40552E+13,Plugged oil and gas,Final Restoration,Drilled,GEAUGA,BURTON,ENERVEST OPERATING LLC,"300 CAPITOL STREET SUITE 200 CHARLESTON, WV 25301",3043435505,1179,20,41.46972174,-81.17543167,41.469775,-81.175255,NA,NA,NA,NA,V,CLINTON,WHITING H     2,2,600,5,4015,8/12/2010 0:00,2/21/1982 0:00,9/7/2010 0:00,DAYTON LIMESTONE,NA,QUEENSTON FORMATION,055\34055203220000.pdf,Paper,0,0,pl_oil_gas,FR,ENERVEST OPERATING LLC,WHITING H,3.40552E+13,OG_R,300 CAPITOL STREET SUITE 200,NA,CHARLESTON,25301,NA,NA,NA,NA,NA,5/27/2021 0:00,2010,0/2010,NA,2331771.192,1266734.509
185556,3.41332E+13,Gas,Producing,Producing,PORTAGE,HIRAM,OWS ACQUISITION CO LLC,"2321 Energy Dr Louisville, OH 44641",+1 (330) 602-5551,1205,88.66999817,41.30512497,-81.1840251,41.30518,-81.183848,NA,NA,0,0,V,CLINTON,MARSH     2,2,25,0,4379,10/6/2006 0:00,12/11/2006 0:00,NA,CLINTON SAND,NA,QUEENSTON FORMATION,133\34133212270000.pdf,Paper.tif,0,0,gas,PR,OWS ACQUISITION CO LLC,MARSH,3.41332E+13,OG_R,2321 Energy Dr,NA,Louisville,44641,NA,NA,NA,NA,NA,8/15/2007 0:00,2024,0/2024,NA,2330289.604,1206699.231
53035,3.41E+13,Oil and gas,Permit Expired,NA,GALLIA,GALLIPOLIS,LYDIC W J INC,"PO BOX 2310 ZANESVILLE, OH 43702",6144526377,760,10,38.81755,-82.21358643,38.817631,-82.213456,NA,NA,0,0,V,NA,BASTIANIA L.,2,46,5,1866,12/30/1977 0:00,5/19/1978 0:00,NA,BEREA SANDSTONE,NA,OHIO SHALE,053\34053203000000.pdf,Paper,0,0,oil_gas,EX,LYDIC W J INC,BASTIANIA L,3.41E+13,OG_R,PO BOX 2310,NA,ZANESVILLE,43702,NA,NA,NA,NA,NA,NA,NA,NA,NA,2050144.988,297925.8056
219257,3.41672E+13,Oil,Producing,Producing,WASHINGTON,ADAMS,TULLIUS CRYSTAL,"1488 BOSNER RIDGE ROAD LOWELL, OH 45744",7405258162,902,76,39.5090319,-81.55466684,39.509105,-81.554515,NA,NA,0,0,V,NA,BOSNER ALBERT #1A,1,0,4,2450,5/23/1979 0:00,6/13/1979 0:00,NA,GORDON STRAY,NA,BEDFORD SHALE,167\34167244140000.pdf,Paper,0,0,oil,PR,TULLIUS CRYSTAL,BOSNER ALBERT C,3.41672E+13,OG_R,1488 BOSNER RIDGE ROAD,NA,LOWELL,45744,NA,NA,NA,NA,NA,1/12/2017 0:00,1999,0/2017,NA,2235255.636,551038.0963
42870,3.40313E+13,Expired permit,Permit Expired,NA,COSHOCTON,BETHLEHEM,HOPCO RESOURCES INC,"2829 E Dublin Granville Rd COLUMBUS, OH 43065",+1 (614) 882-8533,765,30,40.32812133,-81.94503623,40.32819,-81.944895,NA,NA,0,0,V,NA,MOWERY # A-2,A-2,0,0,0,1/8/1987 0:00,NA,NA,NA,NA,NA,031\34031259310000.pdf,NA,0,0,ex_permit,EX,HOPCO RESOURCES INC,MOWERY,3.40313E+13,OG_R,2829 E Dublin Granville Rd,NA,COLUMBUS,43065,NA,NA,NA,NA,NA,NA,NA,NA,NA,2123282.909,848490.7757
7521,3.40052E+13,Injection,Active Injection,UIC,ASHLAND,PERRY,DEEP RESOURCES LLC,"P O BOX 98 HOLMESVILLE, OH 44633",3304108659,1100,80,40.13895219,-82.21419246,40.88728253,-82.16039625,NA,NA,0,0,V,NA,ELLEN SMALLY {ERP#16}     W-7,W-7,0,0,730,6/7/1983 0:00,11/21/1983 0:00,NA,BEREA SANDSTONE,NA,BEDFORD SHALE,005\34005228670000.pdf,Paper,0,0,injection,AI,DEEP RESOURCES LLC,SMALLEY ELLEN,3.40052E+13,ER_R,P O BOX 98,NA,HOLMESVILLE,44633,NA,NA,NA,NA,NA,7/22/2025 0:00,NA,NA,NA,2062427.717,1051917.051
140933,3.41119E+13,Unknown status,Unknown status,Unknown,MONROE,WAYNE,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,NA,NA,39.71957379,-81.17817442,39.719647,-81.178007,NA,NA,NA,NA,V,NA,CRONIN C. 2,2,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,111\34111916520000.pdf,NA,0,0,nogis_rec,UN,HISTORIC OWNER,CRONIN C,3.41119E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2340352.999,629051.7591
225663,3.41676E+13,Plugged oil,Plugged and Abandoned,Drilled,WASHINGTON,AURELIUS,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,939,NA,39.60925813,-81.429208,39.609331,-81.429051,NA,NA,0,0,V,NA,MARSHALL THOMAS 6,6,NA,1,382,NA,1/2/1900 0:00,6/17/1952 0:00,BUELL RUN SAND,NA,BUELL RUN SAND,167\34167610780000.pdf,NA,0,0,pl_oil,PA,HISTORIC OWNER,MARSHALL THOMAS,3.41676E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2270219.065,587936.7561
49139,3.40412E+13,Plugged oil,Final Restoration,Drilled,DELAWARE,TROY,FISHBURN PRODUCING INC,"PO BOX 278 MARENGO, OH 43334",4192536031,910,53,40.3300919,-83.05896126,40.330153,-83.05887,NA,NA,0,0,V,NA,WEED # 2,2,0,200,2576,3/31/1997 0:00,7/31/1965 0:00,4/7/1997 0:00,CLINTON SAND,NA,NA,041\34041202610000.pdf,NA,0,0,pl_oil,FR,FISHBURN PRODUCING INC,WEED D & B,3.40412E+13,OG_R,PO BOX 278,NA,MARENGO,43334,NA,NA,NA,NA,NA,8/21/1997 0:00,1997,0/1997,NA,1812671.716,849212.4235
34142,3.40296E+13,Gas,Unknown status,Unknown,COLUMBIANA,BUTLER,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1282,NA,40.88490209,-80.89687259,40.884961,-80.896681,NA,NA,0,0,V,NA,NA,NA,NA,NA,NA,NA,1/2/1900 0:00,NA,NA,NA,NA,nowellcard.htm,NA,0,0,gas,UN,HISTORIC OWNER,NA,3.40296E+13,UN_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2411939.262,1054831.287
37364,3.40312E+13,Plugged oil and gas,Final Restoration,Drilled,COSHOCTON,NEWCASTLE,UNION OIL CO OF CALIF,"***P.O. box 3100 MIDLAND, TX 79702",9156848231,1196,NA,40.31963511,-82.15533219,40.319703,-82.155201,NA,NA,0,0,V,NA,RICHARD NINA     6,6,0,0,3379,NA,1/4/1952 0:00,NA,CLINTON SAND,NA,CLINTON SAND,031\34031203950000.pdf,NA,0,0,pl_oil_gas,FR,UNION OIL CO OF CALIF,RICHARD NINA,3.40312E+13,OG_R,***P.O. box 3100,NA,MIDLAND,79702,NA,NA,NA,NA,NA,7/13/1998 0:00,NA,NA,NA,2064654.336,845106.5049
126259,3.41052E+13,Dry hole with gas show,Final Restoration,Drilled,MEIGS,CHESTER,MURPHY OIL COMPANY INC,"1691 LYNN DRIVE LANCASTER, OH 43130",7402151011,880,70,39.083102,-81.96476389,39.08318,-81.964625,NA,NA,0,0,V,NA,CHAMBERS RICHARD,2,5,0,1990,2/20/1980 0:00,5/5/1980 0:00,5/3/1986 0:00,BEREA SANDSTONE,NA,BEREA SANDSTONE,105\34105219210000.pdf,Paper,0,0,dry_gasshow,FR,MURPHY OIL COMPANY INC,CHAMBERS RICHARD,3.41052E+13,OG_R,1691 LYNN DRIVE,NA,LANCASTER,43130,NA,NA,NA,NA,NA,NA,NA,NA,NA,2120470.355,394961.7296
216079,3.41672E+13,Dry hole,Final Restoration,Drilled,WASHINGTON,SALEM,VIRCO INC,"1300 FORT PIERPONT DR STE 201 MORGANTOWN, WV 26508",3048841613,744,NA,39.54691394,-81.45704457,39.546988,-81.456889,NA,NA,0,0,V,NA,MENTZEER LULU,1,0,0,1160,10/20/1981 0:00,7/1/1946 0:00,9/18/1946 0:00,NA,NA,KEENER SAND,167\34167205260000.pdf,NA,0,0,dry,FR,VIRCO INC,MENTZEER LULU,3.41672E+13,OG_R,1300 FORT PIERPONT DR STE 201,NA,MORGANTOWN,26508,NA,NA,NA,NA,NA,9/9/2022 0:00,NA,NA,NA,2262638.914,565138.7538
144750,3.41152E+13,Plugged oil and gas,Final Restoration,Drilled,MORGAN,DEERFIELD,DUSTY DRILLING & PRODUCING CORP,"960 S. MAIN ST NEW LEXINGTON, OH 43764",7403422050,990,10,39.69399285,-81.97032954,39.694062,-81.970191,NA,NA,0,0,V,NA,REED # 1-B,1-B,2,1,1413,6/9/1988 0:00,4/29/1986 0:00,11/9/1988 0:00,BEREA SANDSTONE,NA,NA,115\34115239030000.pdf,Paper,0,0,pl_oil_gas,FR,DUSTY DRILLING & PRODUCING CORP,REED,3.41152E+13,OG_R,960 S. MAIN ST,NA,NEW LEXINGTON,43764,NA,NA,NA,NA,NA,NA,1987,0/1987,NA,2117584.949,617447.7108
124935,3.41052E+13,Gas,Producing,Producing,MEIGS,BEDFORD,RINARD PETROLEUM LLC,"PO BOX 4010  Marietta, OH 45750",7403506284,787,NA,39.17830435,-82.05362567,39.178197,-82.05358,NA,NA,0,0,V,NA,GAROLD HAYES,1,0,0,1676,2/2/1945 17:00,5/9/1945 0:00,NA,UNKNOWN,NA,COAL - GENERIC,105\34105205420000.pdf,NA,0,0,gas,PR,RINARD PETROLEUM LLC,HAYES GEROLD,3.41052E+13,OG_R,PO BOX 4010,NA,Marietta,45750,NA,NA,NA,NA,NA,2/10/2022 0:00,2023,0/2023,NA,2095048.925,429430.3392
137404,3.41116E+13,Dry hole,Plugged and Abandoned,Drilled,MONROE,FRANKLIN,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,840,NA,39.69539332,-81.25193854,39.695466,-81.251774,NA,NA,0,0,V,NA,STOFFEL PHILLIP 3,3,NA,NA,1127,NA,8/5/1943 0:00,9/27/1946 0:00,NA,NA,BIG LIME,111\34111623940000.pdf,NA,0,0,dry,PA,HISTORIC OWNER,STOFFEL PHILLIP,3.41116E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2319726.773,619949.3653
154282,3.41192E+13,Plugged oil and gas,Plugged and Abandoned,Drilled,MUSKINGUM,JACKSON,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,918,NA,40.15042081,-82.13002701,40.150489,-82.129891,NA,NA,0,0,V,NA,SHEPPARD PAUL 1,1,1,1,3273,NA,2/17/1949 0:00,10/9/1951 0:00,CLINTON SAND,NA,GASPORT DOLOMITE,119\34119210920000.pdf,NA,0,0,pl_oil_gas,PA,HISTORIC OWNER,SHEPPARD PAUL,3.41192E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2071965.193,783487.2728
114140,3.40992E+13,Expired permit,Permit Expired,NA,MAHONING,AUSTINTOWN,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,1130,NA,41.0758432,-80.77081164,41.075901,-80.770614,NA,NA,0,0,V,NA,MULICHAK 1,1,NA,NA,NA,2/17/1977 13:38,NA,NA,NA,NA,NA,099\34099209020000.pdf,NA,0,0,ex_permit,EX,HISTORIC OWNER,MULICHAK,3.40992E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2445469.506,1125053.264
127660,3.41052E+13,Expired permit,Permit Expired,NA,MEIGS,SUTTON,J D DRILLING COMPANY,"PO BOX 369 RACINE, OH 45771",7409492512,690,40,38.96897835,-81.87789521,38.969058,-81.877753,NA,NA,0,0,V,NA,CHARLES & BEULAH CORNELL # 2,2,0,0,0,11/27/1984 0:00,NA,NA,NA,NA,NA,105\34105233220000.pdf,NA,0,0,ex_permit,EX,J D DRILLING COMPANY,CORNELL CHARLES & BEULAH,3.41052E+13,OG_R,PO BOX 369,NA,RACINE,45771,NA,NA,NA,NA,NA,NA,NA,NA,NA,2145415.703,353556.5552
188428,3.41332E+13,Oil and gas,Producing,Producing,PORTAGE,ATWATER,PEP DRILLING LLC,"P O BOX 824 MT VERNON, IL 62864",6182422205,1181,83.98999786,41.05892254,-81.18045736,41.05896771,-81.18023379,NA,NA,0,0,V,NA,REESE UNIT     1,1,400,220,7517,4/15/2021 0:00,6/4/1997 0:00,NA,ROSE RUN SANDSTONE,NA,TREMPEALEAU FORMATION,nowellcard.htm,Paper,0,0,oil_gas,PR,PEP DRILLING LLC,REESE UNIT,3.41332E+13,OG_R,P O BOX 824,NA,MT VERNON,62864,NA,NA,NA,NA,NA,2/14/2025 0:00,2024,0/2024,NA,2332594.717,1116974.474
126054,3.41052E+13,Gas,Producing,Producing,MEIGS,RUTLAND,J D DRILLING COMPANY,"PO BOX 369 RACINE, OH 45771",7409492512,642,117,39.03358931,-82.15434095,39.033667,-82.154209,NA,NA,0,0,V,NA,JACK SHIFLET,2,60,0,1545,7/9/1980 0:00,12/23/1977 0:00,NA,BEREA SANDSTONE,NA,2ND BEREA SAND,105\34105217160000.pdf,NA,0,0,gas,PR,J D DRILLING COMPANY,SHIFLET JACK,3.41052E+13,OG_R,PO BOX 369,NA,RACINE,45771,NA,NA,NA,NA,NA,NA,2023,0/2023,NA,2066724.855,376666.1832
128710,3.41056E+13,Plugged gas,Plugged and Abandoned,Drilled,MEIGS,SALISBURY,HISTORIC OWNER,"2045 Morse Rd., Bldg F-2 COLUMBUS, OH 43229",6148885080,825,NA,39.09324976,-82.0798363,39.093327,-82.079701,NA,NA,0,0,V,NA,CUCKLER D T 1,1,554,NA,1027,NA,5/14/1930 0:00,6/23/1942 0:00,MAXTON SAND,NA,MAXTON SAND,105\34105606550000.pdf,NA,0,0,pl_gas,PA,HISTORIC OWNER,CUCKLER D T,3.41056E+13,OG_R,"2045 Morse Rd., Bldg F-2",NA,COLUMBUS,43229,NA,NA,NA,NA,NA,NA,NA,NA,NA,2087788.205,398484.4742
99620,3.40852E+13,Gas with oil show,Producing,Producing,LAKE,MADISON,MARINO & BROOKER JAMES & MELISSA,"7520 WARNER ROAD MADISON, OH 44057",4402230502,830,20,41.75346591,-81.01692198,41.753455,-81.016843,NA,NA,0,0,V,NA,HENNINGE # 1-1747,1,679,1,3307,10/26/1987 0:00,7/25/1985 0:00,NA,CLINTON GROUP,NA,QUEENSTON FORMATION,085\34085207560000.pdf,Paper,0,0,gas_oilshow,PR,MARINO & BROOKER JAMES & MELISSA,HENNINGE,3.40852E+13,OG_R,7520 WARNER ROAD,NA,MADISON,44057,NA,NA,NA,NA,NA,2/20/2020 0:00,1986,0/2020,NA,2373508.216,1370837.778
